id,lineage,sequence_length
"""MW484822""","""B.1.509""",59794
"""MZ908404""","""B.1.509""",59794
"""OK466080""","""B.1.509""",59794
"""MW636022""","""B.1.509""",59806
"""OL905229""","""B.1.509""",59794
"""MT893672""","""B.1.509""",59794
"""MT981096""","""B.1.509""",59794
"""MW681026""","""B.1.509""",59806
"""MT750106""","""B.1.509""",59794
"""MW990335""","""B.1.509""",59794
"""MZ918712""","""B.1.509""",59794
"""ON286776""","""B.1.509""",59794
"""MZ619385""","""B.1.509""",59794
"""MT981101""","""B.1.509""",59794
"""MW523436""","""B.1.509""",59794
"""MT966201""","""B.1.509""",59794
"""OK275064""","""B.1.509""",59794
"""MW023527""","""B.1.509""",59794
"""MW244001""","""B.1.509""",59794
"""MW925480""","""B.1.509""",59794
"""OU280945""","""B.1.509""",59794
"""MW206619""","""B.1.509""",59794
"""MW056133""","""B.1.509""",59794
"""MZ373775""","""B.1.509""",59794
"""MT966107""","""B.1.509""",59806
"""OL701582""","""B.1.509""",59806
"""MT846492""","""B.1.509""",59806
"""MW974954""","""B.1.509""",59794
"""MT966076""","""B.1.509""",59794
"""MW523445""","""B.1.509""",59794
"""MZ260074""","""B.1.509""",59794
"""MW040698""","""B.1.509""",59794
"""MT893662""","""B.1.509""",59806
"""MW280151""","""B.1.509""",59794
"""MW040626""","""B.1.509""",59794
"""OL381131""","""B.1.509""",59794
"""MW403625""","""B.1.509""",59794
"""MZ474040""","""B.1.509""",59794
"""MW240761""","""B.1.509""",59794
"""OK659686""","""B.1.509""",59794
"""OL825889""","""B.1.509""",59794
"""MW925557""","""B.1.509""",59794
"""MW286528""","""B.1.509""",59794
"""MW454661""","""B.1.509""",59794
"""MW023589""","""B.1.509""",59794
"""MW206583""","""B.1.509""",59794
"""OU280889""","""B.1.509""",59794
"""MT956685""","""B.1.509""",59794
"""MW384421""","""B.1.509""",59794
"""MW166158""","""B.1.509""",59806
"""OL381236""","""B.1.509""",59806
"""MW637874""","""B.1.509""",59794
"""OL825923""","""B.1.509""",59806
"""MW666845""","""B.1.509""",59794
"""MW309469""","""B.1.509""",59806
"""MW244009""","""B.1.509""",59806
"""MW667432""","""B.1.509""",59806
"""MW345283""","""B.1.509""",59794
"""MW490886""","""B.1.509""",59806
"""MW389617""","""B.1.509""",59794
"""MT966184""","""B.1.509""",59794
"""OK659610""","""B.1.509""",59794
"""MW292636""","""B.1.509""",59794
"""OK659118""","""B.1.509""",59806
"""MW049010""","""B.1.509""",59794
"""MZ907931""","""B.1.509""",59794
"""MW040624""","""B.1.509""",59794
"""MZ635540""","""B.1.509""",59794
"""OL905132""","""B.1.509""",59794
"""OU281549""","""B.1.509""",59806
"""MW166142""","""B.1.509""",59806
"""MW637005""","""B.1.509""",59794
"""MW023478""","""B.1.509""",59794
"""MW420293""","""B.1.509""",59794
"""MT966102""","""B.1.509""",59794
"""MW075777""","""B.1.509""",59806
"""OK659576""","""B.1.509""",59794
"""MW490802""","""B.1.509""",59806
"""MW280149""","""B.1.509""",59794
"""OL408769""","""B.1.509""",59806
"""OK548741""","""B.1.509""",59794
"""MT750120""","""B.1.509""",59794
"""OL825880""","""B.1.509""",59794
"""MW634135""","""B.1.509""",59806
"""OU331027""","""AY.8""",59806
"""OU276972""","""AY.8""",59806
"""OU276987""","""AY.8""",59794
"""OU309491""","""AY.8""",59794
"""OU316301""","""AY.8""",59794
"""OU319428""","""AY.8""",59794
"""OU315870""","""AY.8""",59794
"""OU376927""","""AY.8""",59806
"""OU341075""","""AY.8""",59806
"""OU401111""","""AY.8""",59794
"""OU286969""","""AY.8""",59806
"""OU291295""","""AY.8""",59806
"""OU331988""","""AY.8""",59806
"""OU333096""","""AY.8""",59794
"""OU311575""","""AY.8""",59794
"""OU402382""","""AY.8""",59806
"""OU291896""","""AY.8""",59794
"""OU285236""","""AY.8""",59794
"""OU344032""","""AY.8""",59794
"""OU548818""","""AY.8""",59794
"""OU669467""","""AY.8""",59794
"""OU329824""","""AY.8""",59806
"""OU307497""","""AY.8""",59794
"""OU414645""","""AY.8""",59794
"""OU320521""","""AY.8""",59794
"""OU309177""","""AY.8""",59794
"""OU308307""","""AY.8""",59794
"""OU438187""","""AY.8""",59806
"""OU298032""","""AY.8""",59794
"""OU807160""","""AY.8""",59806
"""OU292993""","""AY.8""",59794
"""OU384515""","""AY.8""",59806
"""OU440883""","""AY.8""",59794
"""OU298691""","""AY.8""",59788
"""OU523442""","""AY.8""",59794
"""OU314723""","""AY.8""",59806
"""OU321132""","""AY.8""",59806
"""OU261798""","""AY.8""",59794
"""OU290354""","""AY.8""",59788
"""OU610452""","""AY.8""",59806
"""OU295426""","""AY.8""",59794
"""OU306439""","""AY.8""",59806
"""OU408318""","""AY.8""",59794
"""OU293499""","""AY.8""",59794
"""OU291963""","""AY.8""",59806
"""OU461994""","""AY.8""",59794
"""OU315762""","""AY.8""",59794
"""OU403225""","""AY.8""",59806
"""OU480596""","""AY.8""",59794
"""OU381960""","""AY.8""",59794
"""OU348695""","""AY.8""",59794
"""OU343318""","""AY.8""",59794
"""OU332740""","""AY.8""",59806
"""OU289044""","""AY.8""",59794
"""OU339240""","""AY.8""",59806
"""OU290751""","""AY.8""",59806
"""OU339177""","""AY.8""",59806
"""OU288219""","""AY.8""",59794
"""OU550269""","""AY.8""",59794
"""OU664347""","""AY.8""",59806
"""OU814763""","""AY.8""",59794
"""OU340304""","""AY.8""",59794
"""OU340099""","""AY.8""",59806
"""OU348237""","""AY.8""",59806
"""OU306466""","""AY.8""",59806
"""OU344570""","""AY.8""",59794
"""OU330516""","""AY.8""",59806
"""OU343758""","""AY.8""",59806
"""OU309555""","""AY.8""",59716
"""OU272452""","""AY.8""",59794
"""OU276573""","""AY.8""",59794
"""OU594830""","""AY.8""",59794
"""OU301032""","""AY.8""",59794
"""OU331877""","""AY.8""",59806
"""OU429792""","""AY.8""",59806
"""OU295350""","""AY.8""",59806
"""OU349289""","""AY.8""",59806
"""OU290357""","""AY.8""",59794
"""OU288920""","""AY.8""",59794
"""OU336090""","""AY.8""",59712
"""OU279393""","""AY.8""",59794
"""OU340805""","""AY.8""",59794
"""OU344459""","""AY.8""",59794
"""OU290518""","""AY.8""",59794
"""OU302873""","""AY.8""",59672
"""OU337315""","""AY.8""",59642
"""OU337211""","""AY.8""",59794
"""OU328072""","""AY.8""",59688
"""OU315032""","""AY.8""",59794
"""OU376678""","""AY.8""",59794
"""OU482672""","""AY.8""",59794
"""OU357206""","""AY.8""",59806
"""OU356259""","""AY.8""",59794
"""OU276542""","""AY.8""",59672
"""OU383284""","""AY.8""",59660
"""OU274803""","""AY.8""",59654
"""OU297378""","""AY.8""",59672
"""OU333762""","""AY.8""",59714
"""OU271884""","""AY.8""",59806
"""OU298176""","""AY.8""",59794
"""OU510903""","""AY.8""",59794
"""OU328088""","""AY.8""",59674
"""OU319725""","""AY.8""",59660
"""OU511442""","""AY.8""",59806
"""OU344633""","""AY.8""",59794
"""OU276965""","""AY.8""",59794
"""OU340913""","""AY.8""",59688
"""OU658660""","""AY.8""",59672
"""OU310806""","""AY.8""",59642
"""OU327695""","""AY.8""",59606
"""OU320501""","""AY.8""",59638
"""OU291450""","""AY.8""",59646
"""OU389815""","""AY.8""",59606
"""OU317687""","""AY.8""",59626
"""OU320480""","""AY.8""",59646
"""OU287003""","""AY.8""",59636
"""OU292499""","""AY.8""",59638
"""OU288511""","""AY.8""",59646
"""OU337378""","""AY.8""",59628
"""OU284265""","""AY.8""",59662
"""OU529961""","""AY.8""",59646
"""OU311944""","""AY.8""",59620
"""OU454003""","""AY.8""",59268
"""OU314997""","""AY.8""",59302
"""OU801501""","""AY.8""",59546
"""OU310813""","""AY.8""",59546
"""OU422275""","""AY.8""",59574
"""OU276545""","""AY.8""",59638
"""OU402366""","""AY.8""",59662
"""OU307997""","""AY.8""",59628
"""OU443936""","""AY.8""",59638
"""OU333605""","""AY.8""",59634
"""OU346428""","""AY.8""",59634
"""OU413679""","""AY.8""",59632
"""OU265771""","""AY.8""",59612
"""OU335726""","""AY.8""",59662
"""OU295660""","""AY.8""",59646
"""OU280976""","""AY.8""",59596
"""OU297484""","""AY.8""",59688
"""OU270228""","""AY.8""",59688
"""OU307591""","""AY.8""",59688
"""OU489940""","""AY.8""",59688
"""OU291232""","""AY.8""",59582
"""OU350170""","""AY.8""",59618
"""OU305164""","""AY.8""",59538
"""OU382729""","""AY.8""",59616
"""OU271313""","""AY.8""",59640
"""OU286294""","""AY.8""",59600
"""OU332717""","""AY.8""",59588
"""OU403220""","""AY.8""",59538
"""OU290645""","""AY.8""",59538
"""OU318410""","""AY.8""",59600
"""OU272224""","""AY.8""",59538
"""OU312404""","""AY.8""",59616
"""OU298343""","""AY.8""",59600
"""OU414215""","""AY.8""",59662
"""OU414252""","""AY.8""",59646
"""OU299267""","""AY.8""",59688
"""OU411109""","""AY.8""",59688
"""OU332716""","""AY.8""",59688
"""OU441757""","""AY.8""",59688
"""OU279872""","""AY.8""",59688
"""OU332456""","""AY.8""",59688
"""OU260395""","""AY.8""",58792
"""OU284799""","""AY.8""",58926
"""OU311921""","""AY.8""",58746
"""OU335630""","""AY.8""",59468
"""OU328114""","""AY.8""",59468
"""OU305351""","""AY.8""",59600
"""OU332658""","""AY.8""",59600
"""OU382359""","""AY.8""",59646
"""OU319174""","""AY.8""",59630
"""OU299793""","""AY.8""",59554
"""OU445507""","""AY.8""",59406
"""OU286685""","""AY.8""",58792
"""OU352433""","""AY.8""",59534
"""OU276970""","""AY.8""",59466
"""OU542959""","""AY.8""",59534
"""OU437635""","""AY.8""",59534
"""OU305463""","""AY.8""",59636
"""OU314645""","""AY.8""",59646
"""OU346024""","""AY.8""",59416
"""OU265030""","""AY.8""",59062
"""OU271357""","""AY.8""",58940
"""OU340475""","""AY.8""",57692
"""OU305670""","""AY.8""",59532
"""OU358720""","""AY.8""",59532
"""OU273238""","""AY.8""",59340
"""OU349091""","""AY.8""",59574
"""OU344627""","""AY.8""",59672
"""OU298595""","""AY.8""",59594
"""OU277492""","""AY.8""",59600
"""OU533560""","""AY.8""",59624
"""OU284413""","""AY.8""",59600
"""OU331701""","""AY.8""",59054
"""OU339053""","""AY.8""",59534
"""OU301167""","""AY.8""",59534
"""OU293775""","""AY.8""",59614
"""OU447930""","""AY.8""",59546
"""OU298079""","""AY.8""",59634
"""OU356367""","""AY.8""",59630
"""OU460054""","""AY.8""",59618
"""OU276427""","""AY.8""",59646
"""OU337700""","""AY.8""",59576
"""OU623138""","""AY.8""",59736
"""OU270302""","""AY.8""",59574
"""OU337800""","""AY.8""",59574
"""OU302946""","""AY.8""",59688
"""OU309341""","""AY.8""",59686
"""OU375755""","""AY.8""",59688
"""OU288724""","""AY.8""",59670
"""OU291702""","""AY.8""",59670
"""OU590312""","""AY.8""",59688
"""OU265916""","""AY.8""",59688
"""OU301418""","""AY.8""",59748
"""OU336438""","""AY.8""",59794
"""OU320445""","""AY.8""",59554
"""OU503549""","""AY.8""",59600
"""OU319349""","""AY.8""",59624
"""OU296855""","""AY.8""",59712
"""OU443875""","""AY.8""",59646
"""OU435388""","""AY.8""",59626
"""OU431766""","""AY.8""",59610
"""OU286707""","""AY.8""",58316
"""OU307501""","""AY.8""",59468
"""OU301650""","""AY.8""",59590
"""OU375715""","""AY.8""",58792
"""OU306784""","""AY.8""",59534
"""OU349607""","""AY.8""",59610
"""OU318637""","""AY.8""",59600
"""OU295268""","""AY.8""",59606
"""OU297642""","""AY.8""",59618
"""OU286023""","""AY.8""",59600
"""OU347161""","""AY.8""",59600
"""OU406229""","""AY.8""",59618
"""OU299304""","""AY.8""",59618
"""OU335586""","""AY.8""",59656
"""OU329795""","""AY.8""",59448
"""OU336435""","""AY.8""",59632
"""OU338342""","""AY.8""",59646
"""OU293089""","""AY.8""",59648
"""OU265553""","""AY.8""",59646
"""OU280503""","""AY.8""",59646
"""OU307561""","""AY.8""",59646
"""OU437500""","""AY.8""",59418
"""OU798894""","""AY.8""",59054
"""OU299182""","""AY.8""",59590
"""OU358685""","""AY.8""",59290
"""OU486727""","""AY.8""",59410
"""OU328762""","""AY.8""",59590
"""OU345534""","""AY.8""",59538
"""OU410443""","""AY.8""",59574
"""OU443819""","""AY.8""",59574
"""OU305987""","""AY.8""",59574
"""OU321188""","""AY.8""",59586
"""OU336319""","""AY.8""",59630
"""OU544607""","""AY.8""",59790
"""OU424547""","""AY.8""",59796
"""OU293930""","""AY.8""",59796
"""OU664352""","""AY.8""",59796
"""OU418816""","""AY.8""",59796
"""OU289954""","""AY.8""",59796
"""OU314629""","""AY.8""",59796
"""OU280862""","""AY.8""",59780
"""OU356607""","""AY.8""",59538
"""OU298535""","""AY.8""",59538
"""OU280972""","""AY.8""",59554
"""OU332654""","""AY.8""",59538
"""OU345078""","""AY.8""",59462
"""OU318873""","""AY.8""",59620
"""OU480681""","""AY.8""",59688
"""OU361014""","""AY.8""",59624
"""OU482879""","""AY.8""",59618
"""OU337834""","""AY.8""",59600
"""OU647421""","""AY.8""",59600
"""OU397269""","""AY.8""",59538
"""OU277167""","""AY.8""",59520
"""OU307960""","""AY.8""",59736
"""OU397048""","""AY.8""",59680
"""OU333794""","""AY.8""",58744
"""OU330119""","""AY.8""",57898
"""OU344335""","""AY.8""",59534
"""OU374565""","""AY.8""",59466
"""OU419151""","""AY.8""",59468
"""OU401403""","""AY.8""",59342
"""OU320180""","""AY.8""",58148
"""OU374406""","""AY.8""",59688
"""OU434327""","""AY.8""",59688
"""OU287973""","""AY.8""",59716
"""OU433296""","""AY.8""",59688
"""OU507862""","""AY.8""",59688
"""OU332600""","""AY.8""",59626
"""OU293493""","""AY.8""",59346
"""OU494808""","""AY.8""",59646
"""OU434741""","""AY.8""",59646
"""OU356648""","""AY.8""",59794
"""OU337638""","""AY.8""",59742
"""OU411739""","""AY.8""",59646
"""OU284246""","""AY.8""",59538
"""OU305680""","""AY.8""",59600
"""OU503087""","""AY.8""",59618
"""OU318885""","""AY.8""",58792
"""OU329814""","""AY.8""",59698
"""OU318828""","""AY.8""",59700
"""OU322437""","""AY.8""",59646
"""OU327956""","""AY.8""",59636
"""OU318668""","""AY.8""",59658
"""OU550278""","""AY.8""",59540
"""OU435320""","""AY.8""",59184
"""OU298525""","""AY.8""",59688
"""OU294712""","""AY.8""",59550
"""OU314407""","""AY.8""",59660
"""OU607299""","""AY.8""",59268
"""OW098734""","""AY.8""",59538
"""OU332445""","""AY.8""",59670
"""OU360573""","""AY.8""",59588
"""OU286996""","""AY.8""",59670
"""OU318370""","""AY.8""",59688
"""OU331233""","""AY.8""",59688
"""OU284832""","""AY.8""",59726
"""OU294723""","""AY.8""",59670
"""OU691037""","""AY.8""",58924
"""OU273062""","""AY.8""",59532
"""OU526167""","""AY.8""",57188
"""OU313073""","""AY.8""",59624
"""OU528418""","""AY.8""",59574
"""OU294737""","""AY.8""",59056
"""OU603294""","""AY.8""",59580
"""OU666586""","""AY.8""",59604
"""OU491529""","""AY.8""",59786
"""OU308530""","""AY.8""",59590
"""OU277105""","""AY.8""",59646
"""OU804283""","""AY.8""",59610
"""OU332990""","""AY.8""",59616
"""OU463217""","""AY.8""",59620
"""OU348045""","""AY.8""",59646
"""OU410056""","""AY.8""",59646
"""OU295356""","""AY.8""",59608
"""OU308006""","""AY.8""",59646
"""OU311797""","""AY.8""",59268
"""OU339617""","""AY.8""",59362
"""OU352360""","""AY.8""",59426
"""OU284156""","""AY.8""",59428
"""OU545712""","""AY.8""",59446
"""OU432253""","""AY.8""",59688
"""OU349586""","""AY.8""",59688
"""OU278907""","""AY.8""",59746
"""OU387673""","""AY.8""",59670
"""OU284120""","""AY.8""",59630
"""OU308323""","""AY.8""",59618
"""OU309329""","""AY.8""",59620
"""OU321282""","""AY.8""",59646
"""OU472827""","""AY.8""",59702
"""OU375452""","""AY.8""",59538
"""OU286915""","""AY.8""",59744
"""OU270266""","""AY.8""",59402
"""OU306043""","""AY.8""",59038
"""OU303210""","""AY.8""",57544
"""OU290197""","""AY.8""",59662
"""OU312736""","""AY.8""",59416
"""OU273618""","""AY.8""",59734
"""OU273680""","""AY.8""",59230
"""OU391666""","""AY.8""",59730
"""OU529064""","""AY.8""",59728
"""OU276293""","""AY.8""",59646
"""OU276085""","""AY.8""",59538
"""OU267228""","""AY.8""",59538
"""OU318398""","""AY.8""",59672
"""OU290263""","""AY.8""",59672
"""OU312306""","""AY.8""",59728
"""OU524180""","""AY.8""",59636
"""OU293525""","""AY.8""",59780
"""OU293357""","""AY.8""",59356
"""OU290267""","""AY.8""",59418
"""OU564833""","""AY.8""",59416
"""OU381901""","""AY.8""",59416
"""OU337639""","""AY.8""",59290
"""OU293588""","""AY.8""",59356
"""OU276912""","""AY.8""",59106
"""OU363736""","""AY.8""",59534
"""OU318337""","""AY.8""",59322
"""OU319388""","""AY.8""",59630
"""OU290948""","""AY.8""",59532
"""OU336103""","""AY.8""",59688
"""OU353883""","""AY.8""",59540
"""OU275652""","""AY.8""",59196
"""OU333644""","""AY.8""",59698
"""OU503640""","""AY.8""",59186
"""OU355200""","""AY.8""",59680
"""OU270246""","""AY.8""",59564
"""OU439060""","""AY.8""",59646
"""OU320488""","""AY.8""",59616
"""OU297780""","""AY.8""",59538
"""OU317527""","""AY.8""",59646
"""OU330743""","""AY.8""",59636
"""OU319115""","""AY.8""",59646
"""OU660996""","""AY.8""",59608
"""OU335917""","""AY.8""",59538
"""OU460529""","""AY.8""",59708
"""OU314274""","""AY.8""",59564
"""OU339126""","""AY.8""",58978
"""OU285600""","""AY.8""",59562
"""OU320465""","""AY.8""",58874
"""OU272803""","""AY.8""",59564
"""OU468935""","""AY.8""",59634
"""OU381980""","""AY.8""",59636
"""OU382468""","""AY.8""",59628
"""OU318658""","""AY.8""",57958
"""OU308267""","""AY.8""",59466
"""OU349165""","""AY.8""",59534
"""OU286329""","""AY.8""",59532
"""OU365269""","""AY.8""",59646
"""OU295560""","""AY.8""",59646
"""OU310786""","""AY.8""",59574
"""OU406737""","""AY.8""",59658
"""OU337295""","""AY.8""",59646
"""OU275776""","""AY.8""",59646
"""OU320254""","""AY.8""",59672
"""OU265751""","""AY.8""",59642
"""OU333615""","""AY.8""",59640
"""OU474111""","""AY.8""",59646
"""OU443900""","""AY.8""",59694
"""OU318243""","""AY.8""",59654
"""OU397813""","""AY.8""",58606
"""OU590418""","""AY.8""",59562
"""OU397042""","""AY.8""",59562
"""OU297748""","""AY.8""",59528
"""OU339727""","""AY.8""",58988
"""OU288597""","""AY.8""",58988
"""OU337278""","""AY.8""",59564
"""OU292480""","""AY.8""",59562
"""OU495783""","""AY.8""",59564
"""OU280918""","""AY.8""",59562
"""OU272808""","""AY.8""",59630
"""OU408304""","""AY.8""",59528
"""OU414856""","""AY.8""",59688
"""OU298994""","""AY.8""",59622
"""OU317033""","""AY.8""",59644
"""OU307505""","""AY.8""",59646
"""OU296180""","""AY.8""",59646
"""OU414618""","""AY.8""",59688
"""OU380204""","""AY.8""",59600
"""OU297995""","""AY.8""",59634
"""OU509128""","""AY.8""",59616
"""OU337590""","""AY.8""",59616
"""OU281340""","""AY.8""",59646
"""OU335754""","""AY.8""",59562
"""OU279708""","""AY.8""",59526
"""OU460936""","""AY.8""",59532
"""OU327852""","""AY.8""",58792
"""OU732872""","""AY.8""",59406
"""OU297088""","""AY.8""",58992
"""OU291697""","""AY.8""",59530
"""OU385659""","""AY.8""",59538
"""OU535424""","""AY.8""",59538
"""OU317353""","""AY.8""",59644
"""OU328159""","""AY.8""",59610
"""OU355744""","""AY.8""",59612
"""OU409027""","""AY.8""",59736
"""OU411441""","""AY.8""",59742
"""OU290674""","""AY.8""",59782
"""OU328226""","""AY.8""",59792
"""OU317812""","""AY.8""",58988
"""OU297818""","""AY.8""",59562
"""OU362789""","""AY.8""",59564
"""OU306946""","""AY.8""",59564
"""OU362738""","""AY.8""",59562
"""OU465726""","""AY.8""",59564
"""OU383303""","""AY.8""",59646
"""OU336349""","""AY.8""",59646
"""OU304405""","""AY.8""",59586
"""OU298232""","""AY.8""",58860
"""OU352757""","""AY.8""",58676
"""OU297759""","""AY.8""",59646
"""OW519399""","""AY.8""",59624
"""OU310165""","""AY.8""",59646
"""OU336870""","""AY.8""",59646
"""OU733123""","""AY.8""",59688
"""OU382719""","""AY.8""",59688
"""OU278772""","""AY.8""",59738
"""OU278635""","""AY.8""",59562
"""OU858166""","""AY.8""",59642
"""OU319622""","""AY.8""",59628
"""OU423952""","""AY.8""",59646
"""OU315846""","""AY.8""",59646
"""OU332598""","""AY.8""",59620
"""OU314160""","""AY.8""",59616
"""OU284929""","""AY.8""",59646
"""OU309478""","""AY.8""",59438
"""OU616956""","""AY.8""",59628
"""OU308028""","""AY.8""",59646
"""OU554585""","""AY.8""",59620
"""OU310387""","""AY.8""",59636
"""OU430476""","""AY.8""",59646
"""OU347968""","""AY.8""",59538
"""OU286854""","""AY.8""",59634
"""OU284852""","""AY.8""",59532
"""OU294564""","""AY.8""",59550
"""OU353660""","""AY.8""",59644
"""OU356564""","""AY.8""",59734
"""MZ433693""","""P.1.17""",59722
"""MZ684578""","""P.1.17""",59726
"""OK512159""","""P.1.17""",59762
"""MZ565726""","""P.1.17""",59796
"""MZ461118""","""P.1.17""",59772
"""MZ172350""","""P.1.17""",59620
"""MZ241023""","""P.1.17""",59620
"""OM898022""","""P.1.17""",59632
"""MZ536375""","""P.1.17""",59742
"""MZ727907""","""P.1.17""",59766
"""MZ703688""","""P.1.17""",59636
"""MZ212739""","""P.1.17""",59688
"""MZ154537""","""P.1.17""",59612
"""MZ082400""","""P.1.17""",59618
"""MZ616414""","""P.1.17""",59654
"""MZ453620""","""P.1.17""",59652
"""OL525781""","""P.1.17""",58982
"""OU325442""","""P.1.17""",59554
"""OK460127""","""P.1.17""",59638
"""MZ217670""","""P.1.17""",59638
"""OM245148""","""P.1.17""",59736
"""MZ241086""","""P.1.17""",59762
"""MZ453634""","""P.1.17""",59740
"""MZ494087""","""P.1.17""",59518
"""MZ613500""","""P.1.17""",59632
"""MW931283""","""P.1.17""",59616
"""MZ282274""","""P.1.17""",59646
"""MZ851072""","""P.1.17""",59646
"""MZ536468""","""P.1.17""",59658
"""ON337861""","""P.1.17""",59468
"""OU220627""","""P.1.17""",59514
"""MZ367957""","""P.1.17""",59654
"""MZ154011""","""P.1.17""",59530
"""MW963415""","""P.1.17""",59688
"""MZ172065""","""P.1.17""",59646
"""MZ068415""","""P.1.17""",59646
"""MZ415112""","""P.1.17""",59646
"""MZ597802""","""P.1.17""",59646
"""MZ684769""","""P.1.17""",59538
"""MZ367805""","""P.1.17""",59780
"""OU323476""","""P.1.17""",59588
"""MZ015277""","""P.1.17""",59340
"""MZ717056""","""P.1.17""",59552
"""MZ056140""","""P.1.17""",59568
"""OU272256""","""P.1.17""",59564
"""MZ696127""","""P.1.17""",59780
"""MZ783957""","""P.1.17""",59636
"""MZ233072""","""P.1.17""",59610
"""MZ717159""","""P.1.17""",59534
"""OK217957""","""P.1.17""",59590
"""MZ453628""","""P.1.17""",59612
"""MZ414743""","""P.1.17""",59628
"""MZ554601""","""P.1.17""",59624
"""MZ815082""","""P.1.17""",59538
"""MZ055395""","""P.1.17""",59516
"""MZ069857""","""P.1.17""",59604
"""MZ222570""","""P.1.17""",59580
"""MZ368052""","""P.1.17""",59596
"""OU322996""","""P.1.17""",59600
"""MZ469155""","""P.1.17""",59604
"""OU322267""","""P.1.17""",59688
"""OK342496""","""P.1.17""",59610
"""MW963440""","""P.1.17""",59624
"""MZ620527""","""P.1.17""",59606
"""OU270315""","""P.1.17""",59584
"""OK246192""","""P.1.17""",59282
"""MZ223036""","""P.1.17""",59440
"""MZ376457""","""P.1.17""",59476
"""OM898369""","""P.1.17""",59458
"""MZ158390""","""P.1.17""",59606
"""MZ231729""","""P.1.17""",59602
"""MZ513748""","""P.1.17""",59626
"""MW992004""","""P.1.17""",59616
"""MZ536385""","""P.1.17""",59626
"""MZ686090""","""P.1.17""",59600
"""MZ415213""","""P.1.17""",59622
"""MZ033466""","""P.1.17""",59610
"""MZ385824""","""P.1.17""",59608
"""MZ372534""","""P.1.17""",59614
"""OM898408""","""P.1.17""",59610
"""MW965867""","""P.1.17""",59612
"""MZ222554""","""P.1.17""",59626
"""MZ181655""","""P.1.17""",59626
"""MZ238235""","""P.1.17""",59610
"""OL867327""","""P.1.17""",59626
"""OU237384""","""P.1.17""",59420
"""MW912493""","""P.1.17""",59650
"""MZ702225""","""P.1.17""",59732
"""MZ453635""","""P.1.17""",59698
"""MZ239109""","""P.1.17""",58676
"""OK246181""","""P.1.17""",59538
"""MZ566302""","""P.1.17""",59688
"""MZ531714""","""P.1.17""",59632
"""MZ360030""","""P.1.17""",59688
"""MZ865924""","""P.1.17""",59584
"""MZ477010""","""P.1.17""",59538
"""OU398848""","""P.1.17""",59606
"""MZ344283""","""P.1.17""",59600
"""MZ684497""","""P.1.17""",59612
"""MZ965967""","""P.1.17""",59406
"""OK550061""","""P.1.17""",59620
"""MZ356714""","""P.1.17""",59632
"""MZ716901""","""P.1.17""",59782
"""MZ453682""","""P.1.17""",59628
"""OU569908""","""P.1.17""",59494
"""OM898663""","""P.1.17""",59532
"""MW933916""","""P.1.17""",59548
"""MZ615585""","""P.1.17""",59574
"""OU259298""","""P.1.17""",59408
"""OK246291""","""P.1.17""",59570
"""OK231257""","""P.1.17""",59598
"""MW911865""","""P.1.17""",59578
"""MZ236544""","""P.1.17""",59654
"""OK386349""","""P.1.17""",59588
"""MZ581319""","""P.1.17""",59592
"""OU326734""","""P.1.17""",59688
"""MZ683820""","""P.1.17""",59740
"""MZ368492""","""P.1.17""",59698
"""OM462071""","""P.1.17""",59190
"""MZ171579""","""P.1.17""",59372
"""OM898727""","""P.1.17""",59576
"""OM898337""","""P.1.17""",59586
"""OM105169""","""P.1.17""",59746
"""MZ213143""","""P.1.17""",59626
"""OU327472""","""P.1.17""",59568
"""MZ154758""","""P.1.17""",59550
"""MZ702219""","""P.1.17""",59698
"""OU237359""","""P.1.17""",59714
"""MZ453564""","""P.1.17""",59732
"""MZ232912""","""P.1.17""",59730
"""OU837549""","""P.1.17""",59712
"""MZ714360""","""P.1.17""",59672
"""MZ731317""","""P.1.17""",59720
"""OK023767""","""P.1.17""",59598
"""MZ199055""","""P.1.17""",59312
"""MZ564529""","""P.1.17""",59548
"""OM147392""","""P.1.17""",59654
"""MZ578968""","""P.1.17""",59654
"""MZ434399""","""P.1.17""",59746
"""MZ236562""","""P.1.17""",59586
"""MZ215238""","""P.1.17""",59598
"""OK512693""","""P.1.17""",59538
"""MZ731514""","""P.1.17""",59546
"""MZ278047""","""P.1.17""",56156
"""OK068644""","""P.1.17""",59306
"""MW914585""","""P.1.17""",59500
"""MZ099853""","""P.1.17""",59746
"""MZ394146""","""P.1.17""",59736
"""MZ278111""","""P.1.17""",59688
"""MZ613478""","""P.1.17""",59700
"""OM898368""","""P.1.17""",59698
"""MZ684716""","""P.1.17""",59700
"""MZ616512""","""P.1.17""",59698
"""MZ449658""","""P.1.17""",59698
"""MZ859181""","""P.1.17""",59428
"""MZ320826""","""P.1.17""",59004
"""MZ372007""","""P.1.17""",59584
"""MZ296099""","""P.1.17""",59592
"""OK021777""","""P.1.17""",59612
"""MZ449781""","""P.1.17""",59612
"""OK313820""","""P.1.17""",59570
"""MZ278514""","""P.1.17""",59566
"""MZ171680""","""P.1.17""",59504
"""MZ232743""","""P.1.17""",59504
"""MZ172374""","""P.1.17""",59524
"""MZ613522""","""P.1.17""",59598
"""MZ072825""","""P.1.17""",59570
"""MZ231730""","""P.1.17""",59436
"""MZ317179""","""P.1.17""",59432
"""MZ684841""","""P.1.17""",59306
"""MZ222614""","""P.1.17""",59492
